date,nb_patients,jour_semaine,weekend,mois,hiver,patients_hier,effectif_present,taux_absenteisme,nbre_lits_dispos,panne_materiel
2018-06-06,273,2,0,6,0,240.0,318,0.17961538461538462,147,0
2018-06-07,242,3,0,6,0,273.0,330,0.16,139,0
2018-06-08,263,4,0,6,0,242.0,325,0.16461538461538464,168,0
2018-06-09,265,5,1,6,0,263.0,325,0.16346153846153846,120,0
2018-06-10,221,6,1,6,0,265.0,328,0.1630769230769231,134,1
2018-06-11,335,0,0,6,0,221.0,330,0.17115384615384616,125,0
2018-06-12,273,1,0,6,0,335.0,317,0.18,162,0
2018-06-13,243,2,0,6,0,273.0,324,0.175,152,0
2018-06-14,236,3,0,6,0,243.0,329,0.16923076923076924,117,0
2018-06-15,285,4,0,6,0,236.0,325,0.1676923076923077,158,0
2018-06-16,256,5,1,6,0,285.0,328,0.17615384615384616,154,0
2018-06-17,232,6,1,6,0,256.0,327,0.16461538461538464,179,1
2018-06-18,312,0,0,6,0,232.0,329,0.1673076923076923,170,1
2018-06-19,261,1,0,6,0,312.0,326,0.16115384615384618,163,0
2018-06-20,285,2,0,6,0,261.0,327,0.17307692307692307,144,1
2018-06-21,271,3,0,6,0,285.0,315,0.18846153846153849,165,0
2018-06-22,306,4,0,6,0,271.0,325,0.17730769230769233,158,0
2018-06-23,296,5,1,6,0,306.0,322,0.17076923076923076,194,0
2018-06-24,235,6,1,6,0,296.0,323,0.1757692307692308,155,0
2018-06-25,318,0,0,6,0,235.0,325,0.16692307692307692,183,1
2018-06-26,273,1,0,6,0,318.0,331,0.16269230769230772,138,1
2018-06-27,290,2,0,6,0,273.0,324,0.17423076923076924,151,0
2018-06-28,282,3,0,6,0,290.0,324,0.1769230769230769,130,0
2018-06-29,260,4,0,6,0,282.0,327,0.16538461538461538,132,1
2018-06-30,275,5,1,6,0,260.0,330,0.16538461538461538,191,0
2018-07-01,225,6,1,7,0,275.0,326,0.1696153846153846,166,1
2018-07-02,297,0,0,7,0,225.0,325,0.1696153846153846,158,0
2018-07-03,263,1,0,7,0,297.0,328,0.17346153846153844,169,0
2018-07-04,260,2,0,7,0,263.0,318,0.1823076923076923,176,0
2018-07-05,292,3,0,7,0,260.0,328,0.17423076923076924,157,0
2018-07-06,265,4,0,7,0,292.0,317,0.18423076923076923,153,0
2018-07-07,249,5,1,7,0,265.0,324,0.175,168,0
2018-07-08,219,6,1,7,0,249.0,322,0.17923076923076925,151,1
2018-07-09,297,0,0,7,0,219.0,324,0.16807692307692307,184,1
2018-07-10,246,1,0,7,0,297.0,317,0.18192307692307694,160,1
2018-07-11,253,2,0,7,0,246.0,328,0.17307692307692307,157,0
2018-07-12,272,3,0,7,0,253.0,327,0.16153846153846155,154,0
2018-07-13,308,4,0,7,0,272.0,322,0.17461538461538462,168,0
2018-07-14,262,5,1,7,0,308.0,319,0.1726923076923077,118,1
2018-07-15,231,6,1,7,0,262.0,333,0.16192307692307692,125,0
2018-07-16,347,0,0,7,0,231.0,328,0.16461538461538464,123,0
2018-07-17,285,1,0,7,0,347.0,333,0.1576923076923077,162,0
2018-07-18,260,2,0,7,0,285.0,327,0.16692307692307692,159,1
2018-07-19,283,3,0,7,0,260.0,324,0.17038461538461538,143,1
2018-07-20,297,4,0,7,0,283.0,325,0.17115384615384616,167,0
2018-07-21,261,5,1,7,0,297.0,323,0.17923076923076925,146,0
2018-07-22,219,6,1,7,0,261.0,328,0.16115384615384618,137,1
2018-07-23,352,0,0,7,0,219.0,319,0.18076923076923077,147,1
2018-07-24,277,1,0,7,0,352.0,324,0.17923076923076925,163,1
2018-07-25,257,2,0,7,0,277.0,326,0.17038461538461538,132,0
2018-07-26,261,3,0,7,0,257.0,322,0.17884615384615385,141,0
2018-07-27,254,4,0,7,0,261.0,326,0.16461538461538464,121,0
2018-07-28,272,5,1,7,0,254.0,324,0.16461538461538464,144,1
2018-07-29,256,6,1,7,0,272.0,330,0.16038461538461538,179,0
2018-07-30,316,0,0,7,0,256.0,324,0.16692307692307692,157,1
2018-07-31,260,1,0,7,0,316.0,326,0.1630769230769231,163,0
2018-08-01,266,2,0,8,0,260.0,326,0.16346153846153846,178,1
2018-08-02,266,3,0,8,0,266.0,329,0.15384615384615385,141,0
2018-08-03,269,4,0,8,0,266.0,325,0.16807692307692307,162,0
2018-08-04,288,5,1,8,0,269.0,331,0.16807692307692307,138,0
2018-08-05,219,6,1,8,0,288.0,322,0.1757692307692308,157,1
2018-08-06,307,0,0,8,0,219.0,321,0.1846153846153846,160,0
2018-08-07,266,1,0,8,0,307.0,320,0.17884615384615385,132,0
2018-08-08,266,2,0,8,0,266.0,327,0.16653846153846155,141,0
2018-08-09,244,3,0,8,0,266.0,325,0.16076923076923075,145,1
2018-08-10,267,4,0,8,0,244.0,320,0.16884615384615384,146,0
2018-08-11,245,5,1,8,0,267.0,331,0.1580769230769231,124,0
2018-08-12,207,6,1,8,0,245.0,328,0.17076923076923078,123,1
2018-08-13,289,0,0,8,0,207.0,325,0.1696153846153846,156,1
2018-08-14,243,1,0,8,0,289.0,324,0.16923076923076924,142,0
2018-08-15,259,2,0,8,0,243.0,330,0.165,170,0
2018-08-16,237,3,0,8,0,259.0,330,0.17384615384615387,160,0
2018-08-17,236,4,0,8,0,237.0,325,0.16153846153846155,153,0
2018-08-18,260,5,1,8,0,236.0,331,0.16192307692307692,142,0
2018-08-19,241,6,1,8,0,260.0,325,0.16884615384615387,169,0
2018-08-20,320,0,0,8,0,241.0,325,0.17307692307692307,132,0
2018-08-21,288,1,0,8,0,320.0,317,0.17846153846153845,148,0
2018-08-22,281,2,0,8,0,288.0,323,0.17038461538461538,136,0
2018-08-23,256,3,0,8,0,281.0,332,0.1676923076923077,164,0
2018-08-24,267,4,0,8,0,256.0,326,0.16423076923076924,134,0
2018-08-25,285,5,1,8,0,267.0,315,0.18307692307692308,149,1
2018-08-26,221,6,1,8,0,285.0,327,0.16461538461538464,174,0
2018-08-27,292,0,0,8,0,221.0,325,0.17153846153846153,142,0
2018-08-28,273,1,0,8,0,292.0,322,0.18192307692307694,133,1
2018-08-29,244,2,0,8,0,273.0,330,0.16615384615384615,150,0
2018-08-30,260,3,0,8,0,244.0,327,0.16423076923076924,163,0
2018-08-31,268,4,0,8,0,260.0,321,0.17461538461538462,120,1
2018-09-01,258,5,1,9,0,268.0,322,0.1823076923076923,166,0
2018-09-02,239,6,1,9,0,258.0,322,0.16884615384615384,176,0
2018-09-03,277,0,0,9,0,239.0,328,0.1580769230769231,155,0
2018-09-04,276,1,0,9,0,277.0,327,0.1630769230769231,152,1
2018-09-05,300,2,0,9,0,276.0,329,0.16384615384615384,155,1
2018-09-06,250,3,0,9,0,300.0,329,0.16999999999999998,159,1
2018-09-07,253,4,0,9,0,250.0,332,0.16576923076923078,122,1
2018-09-08,267,5,1,9,0,253.0,329,0.16192307692307692,161,0
2018-09-09,238,6,1,9,0,267.0,326,0.17038461538461538,174,0
2018-09-10,283,0,0,9,0,238.0,319,0.17923076923076925,147,0
2018-09-11,289,1,0,9,0,283.0,325,0.17076923076923078,140,0
2018-09-12,259,2,0,9,0,289.0,323,0.1719230769230769,152,1
2018-09-13,269,3,0,9,0,259.0,326,0.16692307692307692,141,0
2018-09-14,280,4,0,9,0,269.0,327,0.16730769230769232,138,0
2018-09-15,280,5,1,9,0,280.0,320,0.17153846153846153,156,0
2018-09-16,207,6,1,9,0,280.0,320,0.16807692307692307,137,1
2018-09-17,308,0,0,9,0,207.0,324,0.17153846153846153,164,0
2018-09-18,253,1,0,9,0,308.0,326,0.17615384615384616,131,0
2018-09-19,253,2,0,9,0,253.0,328,0.16038461538461538,155,0
2018-09-20,245,3,0,9,0,253.0,328,0.175,162,0
2018-09-21,266,4,0,9,0,245.0,329,0.17230769230769233,129,0
2018-09-22,291,5,1,9,0,266.0,323,0.17384615384615387,131,0
2018-09-23,216,6,1,9,0,291.0,330,0.16384615384615384,169,0
2018-09-24,300,0,0,9,0,216.0,326,0.16538461538461538,135,0
2018-09-25,287,1,0,9,0,300.0,325,0.1719230769230769,114,1
2018-09-26,290,2,0,9,0,287.0,322,0.17076923076923078,144,0
2018-09-27,244,3,0,9,0,290.0,324,0.17423076923076924,151,0
2018-09-28,256,4,0,9,0,244.0,330,0.17153846153846153,131,0
2018-09-29,256,5,1,9,0,256.0,320,0.17076923076923078,171,0
2018-09-30,233,6,1,9,0,256.0,321,0.175,159,0
2018-10-01,326,0,0,10,0,233.0,321,0.1696153846153846,150,0
2018-10-02,276,1,0,10,0,326.0,319,0.17807692307692308,152,0
2018-10-03,258,2,0,10,0,276.0,330,0.16038461538461538,158,0
2018-10-04,315,3,0,10,0,258.0,324,0.1726923076923077,154,0
2018-10-05,269,4,0,10,0,315.0,331,0.16346153846153846,162,1
2018-10-06,251,5,1,10,0,269.0,330,0.16576923076923078,157,0
2018-10-07,234,6,1,10,0,251.0,332,0.1576923076923077,155,0
2018-10-08,265,0,0,10,0,234.0,325,0.17461538461538462,128,0
2018-10-09,264,1,0,10,0,265.0,322,0.1776923076923077,140,1
2018-10-10,264,2,0,10,0,264.0,323,0.17653846153846153,153,0
2018-10-11,255,3,0,10,0,264.0,325,0.1719230769230769,160,1
2018-10-12,275,4,0,10,0,255.0,325,0.17730769230769233,153,0
2018-10-13,268,5,1,10,0,275.0,320,0.17346153846153844,130,0
2018-10-14,218,6,1,10,0,268.0,326,0.16653846153846155,146,1
2018-10-15,280,0,0,10,0,218.0,319,0.16423076923076924,145,0
2018-10-16,275,1,0,10,0,280.0,320,0.17076923076923078,168,1
2018-10-17,253,2,0,10,0,275.0,317,0.18384615384615385,180,0
2018-10-18,265,3,0,10,0,253.0,330,0.16076923076923075,153,0
2018-10-19,275,4,0,10,0,265.0,321,0.1673076923076923,177,0
2018-10-20,255,5,1,10,0,275.0,322,0.1757692307692308,144,0
2018-10-21,236,6,1,10,0,255.0,325,0.1757692307692308,155,1
2018-10-22,317,0,0,10,0,236.0,320,0.17346153846153844,134,0
2018-10-23,263,1,0,10,0,317.0,327,0.17461538461538462,165,1
2018-10-24,255,2,0,10,0,263.0,328,0.1719230769230769,111,0
2018-10-25,257,3,0,10,0,255.0,326,0.17115384615384616,130,0
2018-10-26,286,4,0,10,0,257.0,328,0.17038461538461538,134,0
2018-10-27,245,5,1,10,0,286.0,332,0.15153846153846154,131,0
2018-10-28,226,6,1,10,0,245.0,329,0.175,177,0
2018-10-29,287,0,0,10,0,226.0,326,0.16461538461538464,142,1
2018-10-30,256,1,0,10,0,287.0,330,0.17307692307692307,164,0
2018-10-31,254,2,0,10,0,256.0,328,0.1580769230769231,154,0
2018-11-01,286,3,0,11,0,254.0,321,0.17730769230769233,172,0
2018-11-02,259,4,0,11,0,286.0,331,0.1630769230769231,155,0
2018-11-03,286,5,1,11,0,259.0,328,0.17538461538461536,166,0
2018-11-04,244,6,1,11,0,286.0,318,0.1776923076923077,166,0
2018-11-05,282,0,0,11,0,244.0,317,0.18153846153846154,126,1
2018-11-06,241,1,0,11,0,282.0,329,0.17230769230769233,144,1
2018-11-07,258,2,0,11,0,241.0,326,0.17153846153846153,148,1
2018-11-08,261,3,0,11,0,258.0,327,0.16884615384615384,139,0
2018-11-09,254,4,0,11,0,261.0,322,0.1757692307692308,132,1
2018-11-10,269,5,1,11,0,254.0,327,0.17076923076923078,178,0
2018-11-11,230,6,1,11,0,269.0,324,0.17538461538461536,165,0
2018-11-12,314,0,0,11,0,230.0,322,0.16846153846153847,164,1
2018-11-13,277,1,0,11,0,314.0,321,0.17346153846153844,169,0
2018-11-14,278,2,0,11,0,277.0,321,0.17153846153846153,142,0
2018-11-15,265,3,0,11,0,278.0,330,0.17076923076923078,128,0
2018-11-16,283,4,0,11,0,265.0,323,0.175,152,0
2018-11-17,277,5,1,11,0,283.0,316,0.17884615384615385,118,0
2018-11-18,245,6,1,11,0,277.0,324,0.16807692307692307,150,0
2018-11-19,291,0,0,11,0,245.0,325,0.1696153846153846,157,0
2018-11-20,282,1,0,11,0,291.0,317,0.1896153846153846,156,0
2018-11-21,265,2,0,11,0,282.0,327,0.16615384615384615,158,0
2018-11-22,264,3,0,11,0,265.0,328,0.16076923076923075,170,1
2018-11-23,284,4,0,11,0,264.0,323,0.1726923076923077,159,0
2018-11-24,251,5,1,11,0,284.0,325,0.17307692307692307,132,0
2018-11-25,190,6,1,11,0,251.0,328,0.16884615384615384,169,1
2018-11-26,301,0,0,11,0,190.0,320,0.18346153846153848,137,0
2018-11-27,240,1,0,11,0,301.0,325,0.16692307692307692,140,0
2018-11-28,268,2,0,11,0,240.0,327,0.17384615384615387,200,0
2018-11-29,243,3,0,11,0,268.0,329,0.16192307692307692,155,1
2018-11-30,295,4,0,11,0,243.0,325,0.16384615384615384,144,0
2018-12-01,363,5,1,12,1,295.0,306,0.2173076923076923,142,1
2018-12-02,291,6,1,12,1,363.0,308,0.21884615384615386,127,0
2018-12-03,390,0,0,12,1,291.0,304,0.2203846153846154,167,1
2018-12-04,364,1,0,12,1,390.0,301,0.21461538461538462,150,0
2018-12-05,366,2,0,12,1,364.0,298,0.22115384615384615,172,1
2018-12-06,329,3,0,12,1,366.0,305,0.21384615384615382,135,0
2018-12-07,331,4,0,12,1,329.0,309,0.20384615384615384,147,0
2018-12-08,339,5,1,12,1,331.0,300,0.2296153846153846,154,0
2018-12-09,289,6,1,12,1,339.0,304,0.2296153846153846,161,0
2018-12-10,389,0,0,12,1,289.0,304,0.20615384615384616,159,0
2018-12-11,359,1,0,12,1,389.0,309,0.20615384615384616,125,0
2018-12-12,344,2,0,12,1,359.0,307,0.2253846153846154,120,0
2018-12-13,361,3,0,12,1,344.0,308,0.22846153846153844,158,0
2018-12-14,356,4,0,12,1,361.0,303,0.21692307692307694,149,1
2018-12-15,336,5,1,12,1,356.0,305,0.21846153846153846,126,0
2018-12-16,321,6,1,12,1,336.0,308,0.2073076923076923,150,0
2018-12-17,394,0,0,12,1,321.0,307,0.2173076923076923,137,1
2018-12-18,334,1,0,12,1,394.0,309,0.21307692307692308,135,1
2018-12-19,316,2,0,12,1,334.0,304,0.23038461538461538,178,1
2018-12-20,357,3,0,12,1,316.0,303,0.23500000000000001,155,0
2018-12-21,359,4,0,12,1,357.0,306,0.21615384615384617,191,0
2018-12-22,351,5,1,12,1,359.0,305,0.2276923076923077,162,1
2018-12-23,289,6,1,12,1,351.0,304,0.2296153846153846,119,1
2018-12-24,410,0,0,12,1,289.0,306,0.22500000000000003,139,0
2018-12-25,338,1,0,12,1,410.0,307,0.22307692307692306,125,0
2018-12-26,356,2,0,12,1,338.0,306,0.21153846153846154,107,1
2018-12-27,321,3,0,12,1,356.0,306,0.20923076923076925,106,0
2018-12-28,340,4,0,12,1,321.0,302,0.22653846153846152,145,1
2018-12-29,348,5,1,12,1,340.0,303,0.23,148,0
2018-12-30,279,6,1,12,1,348.0,308,0.21038461538461536,165,0
2018-12-31,359,0,0,12,1,279.0,299,0.23692307692307693,166,0
2019-01-01,323,1,0,1,1,359.0,300,0.22846153846153847,114,1
2019-01-02,368,2,0,1,1,323.0,304,0.23346153846153847,120,1
2019-01-03,321,3,0,1,1,368.0,307,0.21807692307692308,196,0
2019-01-04,364,4,0,1,1,321.0,303,0.22230769230769232,157,0
2019-01-05,369,5,1,1,1,364.0,292,0.2380769230769231,125,1
2019-01-06,285,6,1,1,1,369.0,303,0.22076923076923077,154,0
2019-01-07,385,0,0,1,1,285.0,304,0.22076923076923077,139,0
2019-01-08,361,1,0,1,1,385.0,309,0.21384615384615385,139,0
2019-01-09,348,2,0,1,1,361.0,303,0.22192307692307695,129,0
2019-01-10,335,3,0,1,1,348.0,303,0.2226923076923077,144,0
2019-01-11,306,4,0,1,1,335.0,303,0.21461538461538462,128,0
2019-01-12,344,5,1,1,1,306.0,304,0.23,140,0
2019-01-13,331,6,1,1,1,344.0,304,0.22499999999999998,93,0
2019-01-14,411,0,0,1,1,331.0,305,0.22115384615384615,112,0
2019-01-15,359,1,0,1,1,411.0,305,0.22923076923076924,148,0
2019-01-16,308,2,0,1,1,359.0,305,0.22307692307692306,150,0
2019-01-17,321,3,0,1,1,308.0,308,0.2173076923076923,145,0
2019-01-18,349,4,0,1,1,321.0,306,0.21846153846153846,151,1
2019-01-19,360,5,1,1,1,349.0,307,0.21807692307692308,135,1
2019-01-20,302,6,1,1,1,360.0,310,0.2053846153846154,139,0
2019-01-21,386,0,0,1,1,302.0,297,0.2253846153846154,185,1
2019-01-22,341,1,0,1,1,386.0,304,0.22653846153846155,129,0
